Brand,Product,Technology,Announced,Status,Dimension,Weight,SIM,USB,Size,Resolution,OS,Chipset,CPU,GPU,Card_slot,Internal,Jack,Bluetooth,GPS,NFC,Radio,Charging,Wlan,Sensor,Price,
Apple,iPhone 13 Pro Max,GSM / CDMA / HSPA / EVDO / LTE / 5G,"2021, September 14","Available. Released 2021, September 24",160.8 x 78.1 x 7.7 mm (6.33 x 3.07 x 0.30 in),240 g (8.47 oz),"Single SIM (Nano-SIM and/or eSIM) or Dual SIM (Nano-SIM/eSIM, dual stand-by)","Lightning, USB 2.0","6.7 inches, 109.8 cm2 (~87.4% screen-to-body ratio)","1284 x 2778 pixels, 19.5:9 ratio (~458 ppi density)","iOS 15, upgradable to iOS 15.1",Apple A15 Bionic (5 nm),Hexa-core (2x3.22 GHz Avalanche + 4xX.X GHz Blizzard),Apple GPU (5-core graphics),No,"128GB 6GB RAM, 256GB 6GB RAM, 512GB 6GB RAM, 1TB 6GB RAM",No,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS",Yes,No,"Fast charging (27W, unofficial rating), 50% in 30 min (advertised)
USB Power Delivery 2.0
MagSafe wireless charging 15W
Qi magnetic fast wireless charging 7.5W","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","Face ID, accelerometer, gyro, proximity, compass, barometer","$â€‰1,099.00 / Â£â€‰1,049.00 / Rpâ€‰23,681,736",
Apple,iPhone 13 Pro,GSM / CDMA / HSPA / EVDO / LTE / 5G,"2021, September 14","Available. Released 2021, September 24",160.8 x 78.1 x 7.7 mm (6.33 x 3.07 x 0.30 in),240 g (8.47 oz),"Single SIM (Nano-SIM and/or eSIM) or Dual SIM (Nano-SIM/eSIM, dual stand-by)","Lightning, USB 2.0","6.7 inches, 109.8 cm2 (~87.4% screen-to-body ratio)","1284 x 2778 pixels, 19.5:9 ratio (~458 ppi density)","iOS 15, upgradable to iOS 15.1",Apple A15 Bionic (5 nm),Hexa-core (2x3.22 GHz Avalanche + 4xX.X GHz Blizzard),Apple GPU (5-core graphics),No,"128GB 6GB RAM, 256GB 6GB RAM, 512GB 6GB RAM, 1TB 6GB RAM",No,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS",Yes,No,"Fast charging (27W, unofficial rating), 50% in 30 min (advertised)
USB Power Delivery 2.0
MagSafe wireless charging 15W
Qi magnetic fast wireless charging 7.5W","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","Face ID, accelerometer, gyro, proximity, compass, barometer","$â€‰1,099.00 / Â£â€‰1,049.00 / Rpâ€‰23,681,736",
Apple,iPhone 13,GSM / CDMA / HSPA / EVDO / LTE / 5G,"2021, September 14","Available. Released 2021, September 24",160.8 x 78.1 x 7.7 mm (6.33 x 3.07 x 0.30 in),240 g (8.47 oz),"Single SIM (Nano-SIM and/or eSIM) or Dual SIM (Nano-SIM/eSIM, dual stand-by)","Lightning, USB 2.0","6.7 inches, 109.8 cm2 (~87.4% screen-to-body ratio)","1284 x 2778 pixels, 19.5:9 ratio (~458 ppi density)","iOS 15, upgradable to iOS 15.1",Apple A15 Bionic (5 nm),Hexa-core (2x3.22 GHz Avalanche + 4xX.X GHz Blizzard),Apple GPU (5-core graphics),No,"128GB 6GB RAM, 256GB 6GB RAM, 512GB 6GB RAM, 1TB 6GB RAM",No,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS",Yes,No,"Fast charging (27W, unofficial rating), 50% in 30 min (advertised)
USB Power Delivery 2.0
MagSafe wireless charging 15W
Qi magnetic fast wireless charging 7.5W","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","Face ID, accelerometer, gyro, proximity, compass, barometer","$â€‰1,099.00 / Â£â€‰1,049.00 / Rpâ€‰23,681,736",
Apple,iPhone 13 mini,GSM / CDMA / HSPA / EVDO / LTE / 5G,"2021, September 14","Available. Released 2021, September 24",131.5 x 64.2 x 7.7 mm (5.18 x 2.53 x 0.30 in),141 g (4.97 oz),"Single SIM (Nano-SIM and/or eSIM) or Dual SIM (Nano-SIM, dual stand-by)","Lightning, USB 2.0","5.4 inches, 71.9 cm2 (~85.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~476 ppi density)","iOS 15, upgradable to iOS 15.1",Apple A15 Bionic (5 nm),Hexa-core (2x3.22 GHz Avalanche + 4xX.X GHz Blizzard),Apple GPU (4-core graphics),No,"128GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM",No,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, BDS, QZSS",Yes,No,"Fast charging (18W, unofficial rating), 50% in 30 min (advertised)
USB Power Delivery 2.0
MagSafe wireless charging 15W
Qi magnetic fast wireless charging 7.5W","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","Face ID, accelerometer, gyro, proximity, compass, barometer","$â€‰699.99 / Â£â€‰679.00 / â‚¬â€‰799.00 / â‚_â€‰69,900 / Rpâ€‰14,566,220",
Apple,iPad mini (2021),GSM / HSPA / LTE / 5G,"2021, September 14","Available. Released 2021, September 24",195.4 x 134.8 x 6.3 mm (7.69 x 5.31 x 0.25 in),293 g (Wi-Fi) / 297 g (Wi-Fi + Cellular) (10.34 oz),"Nano-SIM, eSIM","USB Type-C 3.1, DisplayPort","8.3 inches, 203.9 cm2 (~77.4% screen-to-body ratio)","1488 x 2266 pixels, 3:2 ratio (~327 ppi density)","iPadOS 15, upgradable to iPadOS 15.1",Apple A15 Bionic (5 nm),Hexa-core (2x2.93 GHz + 4xX.X GHz),Apple GPU (5-core),No,"64GB 4GB RAM, 256GB 4GB RAM",No,"5.0, A2DP","Yes, with A-GPS, GLONASS (Wiâ€‘Fi + Cellular model only)",No,No, ,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","Fingerprint (side-mounted), accelerometer, gyro, compass, barometer", ,
Apple,iPad 10.2 (2021),GSM / HSPA / LTE,"2021, September 14","Available. Released 2021, September 24",250.6 x 174.1 x 7.5 mm (9.87 x 6.85 x 0.30 in),487 g (Wi-Fi) / 498 g (LTE) (1.07 lb),"Nano-SIM, eSIM","Lightning, USB 2.0; magnetic connector","10.2 inches, 322.2 cm2 (~73.8% screen-to-body ratio)","1620 x 2160 pixels, 4:3 ratio (~265 ppi density)","iPadOS 15, upgradable to iPadOS 15.1",Apple A13 Bionic (7 nm+),Hexa-core (2x2.65 GHz Lightning + 4x1.8 GHz Thunder),Apple GPU (4-core graphics),No,"64GB 3GB RAM, 256GB 3GB RAM",Yes,"4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS (Wiâ€‘Fi + Cellular model only)",No,No, ,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer", ,
Apple,Watch Edition Series 7,GSM / HSPA / LTE,"2021, September 14","Available. Released 2021, October 15",45 x 38 x 10.7 mm (1.77 x 1.50 x 0.42 in),"37 g (41mm), 45.1 g (45mm) (1.31 oz)",eSIM,No,1.9 inches,484 x 396 pixels (~326 ppi density),"watchOS 8.0, upgradable to 8.1",Apple S7,Dual-core,PowerVR,No,32GB,No,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS, BDS",Yes,No,Wireless charging,"Wi-Fi 802.11 b/g/n, dual-band","Accelerometer, gyro, heart rate, barometer, always-on altimeter, compass, SpO2, VO2max",About 830 EUR,
Apple,Watch Series 7,GSM / HSPA / LTE,"2021, September 14","Available. Released 2021, October 15",45 x 38 x 10.7 mm (1.77 x 1.50 x 0.42 in),"42.3 g (41mm), 51.5 g (45mm) (1.48 oz)",eSIM,No,1.9 inches,484 x 396 pixels (~326 ppi density),"watchOS 8.0, upgradable to 8.1",Apple S7,Dual-core,PowerVR,No,32GB,No,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS, BDS",Yes,No,Wireless charging,"Wi-Fi 802.11 b/g/n, dual-band","Accelerometer, gyro, heart rate, barometer, always-on altimeter, compass, SpO2, VO2max",$â€‰769.98 / â‚¬â€‰729.00,
Apple,Watch Series 7 Aluminum,GSM / HSPA / LTE,"2021, September 14","Available. Released 2021, October 15",45 x 38 x 10.7 mm (1.77 x 1.50 x 0.42 in),"32 g (41mm), 38.8 g (45mm) (1.13 oz)",eSIM,No,1.9 inches,484 x 396 pixels (~326 ppi density),"watchOS 8.0, upgradable to 8.1",Apple S7,Dual-core,PowerVR,No,32GB,No,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS, BDS",Yes,No,Wireless charging,"Wi-Fi 802.11 b/g/n, dual-band","Accelerometer, gyro, heart rate, barometer, always-on altimeter, compass, SpO2, VO2max",$â€‰479.99 / â‚¬â€‰429.00,
Apple,iPad Pro 12.9 (2021),GSM / CDMA / HSPA / EVDO / LTE / 5G,"2021, April 20","Available. Released 2021, May 21",280.6 x 214.9 x 6.4 mm (11.05 x 8.46 x 0.25 in),"682 g (Wi-Fi), 685 g (5G) (1.50 lb)","Nano-SIM, eSIM","USB Type-C 4 (Thunderbolt 4), DisplayPort; magnetic connector","12.9 inches, 515.3 cm2 (~85.4% screen-to-body ratio)","2048 x 2732 pixels, 4:3 ratio (~265 ppi density)","iPadOS 14.5.1, upgradable to iPadOS 15.1",Apple M1,Octa-core,Apple GPU (8-core graphics),No,"128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM, 1TB 16GB RAM, 2TB 16GB RAM",No,"5.0, A2DP, LE, EDR","Yes, with A-GPS, GLONASS, GALILEO, QZSS (Wiâ€‘Fi + Cellular model only)",No,No,Fast charging 18W,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","Face ID, accelerometer, gyro, barometer",About 1200 EUR,
Apple,iPad Pro 11 (2021),GSM / CDMA / HSPA / EVDO / LTE / 5G,"2021, April 20","Available. Released 2021, May 21",247.6 x 178.5 x 5.9 mm (9.75 x 7.03 x 0.23 in),"466 g (Wi-Fi), 470 g (5G) (1.03 lb)","Nano-SIM, eSIM","USB Type-C 4 (Thunderbolt 4), DisplayPort; magnetic connector","11.0 inches, 366.5 cm2 (~82.9% screen-to-body ratio)",1668 x 2388 pixels (~265 ppi density),"iPadOS 14.5.1, upgradable to iPadOS 15.1",Apple M1,Octa-core,Apple GPU (8-core graphics),No,"128GB 8GB RAM, 256GB 8GB RAM, 512GB 8GB RAM, 1TB 16GB RAM, 2TB 16GB RAM",No,"5.0, A2DP, LE, EDR","Yes, with A-GPS, GLONASS, GALILEO, QZSS (Wiâ€‘Fi + Cellular model only)",No,No,Fast charging 18W,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","Face ID, accelerometer, gyro, barometer",About 870 EUR,
Apple,iPhone 12 Pro Max,GSM / CDMA / HSPA / EVDO / LTE / 5G,"2020, October 13","Available. Released 2020, November 13",160.8 x 78.1 x 7.4 mm (6.33 x 3.07 x 0.29 in),228 g (8.04 oz),"Single SIM (Nano-SIM and/or eSIM) or Dual SIM (Nano-SIM, dual stand-by) - for China","Lightning, USB 2.0","6.7 inches, 109.8 cm2 (~87.4% screen-to-body ratio)","1284 x 2778 pixels, 19.5:9 ratio (~458 ppi density)","iOS 14.1, upgradable to iOS 15.1",Apple A14 Bionic (5 nm),Hexa-core (2x3.1 GHz Firestorm + 4x1.8 GHz Icestorm),Apple GPU (4-core graphics),No,"128GB 6GB RAM, 256GB 6GB RAM, 512GB 6GB RAM",No,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",Yes,No,"Fast charging 22W, 50% in 30 min (advertised)
USB Power Delivery 2.0
MagSafe wireless charging 15W
Qi magnetic fast wireless charging 7.5W","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","Face ID, accelerometer, gyro, proximity, compass, barometer","$â€‰1,099.00 / Â£â€‰885.00 / â‚¬â€‰1,217.50 / â‚_â€‰129,900 / Rpâ€‰20,299,000",
Apple,iPhone 12 Pro,GSM / CDMA / HSPA / EVDO / LTE / 5G,"2020, October 13","Available. Released 2020, November 13",160.8 x 78.1 x 7.4 mm (6.33 x 3.07 x 0.29 in),228 g (8.04 oz),"Single SIM (Nano-SIM and/or eSIM) or Dual SIM (Nano-SIM, dual stand-by) - for China","Lightning, USB 2.0","6.7 inches, 109.8 cm2 (~87.4% screen-to-body ratio)","1284 x 2778 pixels, 19.5:9 ratio (~458 ppi density)","iOS 14.1, upgradable to iOS 15.1",Apple A14 Bionic (5 nm),Hexa-core (2x3.1 GHz Firestorm + 4x1.8 GHz Icestorm),Apple GPU (4-core graphics),No,"128GB 6GB RAM, 256GB 6GB RAM, 512GB 6GB RAM",No,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",Yes,No,"Fast charging 22W, 50% in 30 min (advertised)
USB Power Delivery 2.0
MagSafe wireless charging 15W
Qi magnetic fast wireless charging 7.5W","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","Face ID, accelerometer, gyro, proximity, compass, barometer","$â€‰1,099.00 / Â£â€‰885.00 / â‚¬â€‰1,217.50 / â‚_â€‰129,900 / Rpâ€‰20,299,000",
Apple,iPhone 12,GSM / CDMA / HSPA / EVDO / LTE / 5G,"2020, October 13","Available. Released 2020, November 13",160.8 x 78.1 x 7.4 mm (6.33 x 3.07 x 0.29 in),228 g (8.04 oz),"Single SIM (Nano-SIM and/or eSIM) or Dual SIM (Nano-SIM, dual stand-by) - for China","Lightning, USB 2.0","6.7 inches, 109.8 cm2 (~87.4% screen-to-body ratio)","1284 x 2778 pixels, 19.5:9 ratio (~458 ppi density)","iOS 14.1, upgradable to iOS 15.1",Apple A14 Bionic (5 nm),Hexa-core (2x3.1 GHz Firestorm + 4x1.8 GHz Icestorm),Apple GPU (4-core graphics),No,"128GB 6GB RAM, 256GB 6GB RAM, 512GB 6GB RAM",No,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",Yes,No,"Fast charging 22W, 50% in 30 min (advertised)
USB Power Delivery 2.0
MagSafe wireless charging 15W
Qi magnetic fast wireless charging 7.5W","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","Face ID, accelerometer, gyro, proximity, compass, barometer","$â€‰1,099.00 / Â£â€‰885.00 / â‚¬â€‰1,217.50 / â‚_â€‰129,900 / Rpâ€‰20,299,000",
Apple,iPhone 12 mini,GSM / CDMA / HSPA / EVDO / LTE / 5G,"2020, October 13","Available. Released 2020, November 13",131.5 x 64.2 x 7.4 mm (5.18 x 2.53 x 0.29 in),135 g (4.76 oz),"Single SIM (Nano-SIM and/or eSIM) or Dual SIM (Nano-SIM, dual stand-by)","Lightning, USB 2.0","5.4 inches, 71.9 cm2 (~85.1% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~476 ppi density)","iOS 14.1, upgradable to iOS 15.1",Apple A14 Bionic (5 nm),Hexa-core (2x3.1 GHz Firestorm + 4x1.8 GHz Icestorm),Apple GPU (4-core graphics),No,"64GB 4GB RAM, 128GB 4GB RAM, 256GB 4GB RAM",No,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",Yes,No,"Fast charging 20W, 50% in 30 min (advertised)
USB Power Delivery 2.0
MagSafe wireless charging 15W
Qi magnetic fast wireless charging 7.5W","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","Face ID, accelerometer, gyro, proximity, compass, barometer","$â€‰569.00 / Â£â€‰559.00 / â‚¬â€‰634.14 / Rpâ€‰10,285,000",
Apple,iPad Air (2020),GSM / HSPA / LTE,"2020, September 15","Available. Released 2020, October 23",247.6 x 178.5 x 6.1 mm (9.75 x 7.03 x 0.24 in),458 g (Wi-Fi) / 460 g (3G/LTE) (1.01 lb),"Nano-SIM, eSIM",USB Type-C; magnetic connector,"10.9 inches, 359.2 cm2 (~81.3% screen-to-body ratio)",1640 x 2360 pixels (~264 ppi density),"iPadOS 14.1, upgradable to iPadOS 15.1",Apple A14 Bionic (5 nm),Hexa-core (2x3.0 GHz Firestorm + 4x1.8 GHz Icestorm),Apple GPU (4-core graphics),No,"64GB 4GB RAM, 256GB 4GB RAM",No,"5.0, A2DP, EDR","Yes, with A-GPS, GLONASS (LTE model only)",No,No, ,"Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","Fingerprint (top-mounted), accelerometer, gyro, compass, barometer",About 640 EUR,
Apple,iPad 10.2 (2020),GSM / HSPA / LTE,"2020, September 15","Available. Released 2020, September 18",250.6 x 174.1 x 7.5 mm (9.87 x 6.85 x 0.30 in),490 g (Wi-Fi) / 495 g (LTE) (1.08 lb),"Nano-SIM, eSIM","Lightning, USB 2.0; magnetic connector","10.2 inches, 324.6 cm2 (~74.4% screen-to-body ratio)","1620 x 2160 pixels, 4:3 ratio (~264 ppi density)","iPadOS 14, upgradable to iPadOS 15.1",Apple A12 Bionic (7 nm),Hexa-core (2x2.5 GHz Vortex + 4x1.6 GHz Tempest),Apple GPU (4-core graphics),No,"32GB 3GB RAM, 128GB 3GB RAM",Yes,"4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS (Wiâ€‘Fi + Cellular model only)",No,No, ,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer",About 370 EUR,
Apple,Watch SE,GSM / HSPA / LTE,"2020, September 15","Available. Released 2020, September 18",44 x 38 x 10.4 mm (1.73 x 1.50 x 0.41 in),36.4 g (1.27 oz),eSIM,No,1.78 inches,448 x 368 pixels (~326 ppi density),"watchOS 7.0, upgradable to 8.1",Apple S5,Dual-core,PowerVR,No,32GB 1GB RAM,No,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS",Yes,No,Wireless charging,Wi-Fi 802.11 b/g/n,"Accelerometer, gyro, heart rate (2nd gen), barometer, always-on altimeter, compass",About 290 EUR,
Apple,Watch Series 6 Aluminum,GSM / HSPA / LTE,"2020, September 15","Available. Released 2020, September 18",44 x 38 x 10.4 mm (1.73 x 1.50 x 0.41 in),36.5 g (1.31 oz),eSIM,No,1.78 inches,448 x 368 pixels (~326 ppi density),"watchOS 7.0, upgradable to 8.1",Apple S6,Dual-core,PowerVR,No,32GB 1GB RAM,No,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",Yes,No,Wireless charging,"Wi-Fi 802.11 b/g/n, dual-band","Accelerometer, gyro, heart rate, barometer, always-on altimeter, compass, SpO2, VO2max",About 420 EUR,
Apple,Watch Series 6,GSM / HSPA / LTE,"2020, September 15","Available. Released 2020, September 18",44 x 38 x 10.4 mm (1.73 x 1.50 x 0.41 in),36.5 g (1.31 oz),eSIM,No,1.78 inches,448 x 368 pixels (~326 ppi density),"watchOS 7.0, upgradable to 8.1",Apple S6,Dual-core,PowerVR,No,32GB 1GB RAM,No,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",Yes,No,Wireless charging,"Wi-Fi 802.11 b/g/n, dual-band","Accelerometer, gyro, heart rate, barometer, always-on altimeter, compass, SpO2, VO2max",About 420 EUR,
Apple,Watch Edition Series 6,GSM / HSPA / LTE,"2020, September 15","Available. Released 2020, September 18",44 x 38 x 10.4 mm (1.73 x 1.50 x 0.41 in),41.3 g (1.45 oz),eSIM,No,1.78 inches,448 x 368 pixels (~326 ppi density),"watchOS 7.0, upgradable to 8.1",Apple S6,Dual-core,PowerVR,No,32GB 1GB RAM,No,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",Yes,No,Wireless charging,"Wi-Fi 802.11 b/g/n, dual-band","Accelerometer, gyro, heart rate, barometer, always-on altimeter, compass, SpO2, VO2max",About 810 EUR,
Apple,iPhone SE (2020),GSM / CDMA / HSPA / EVDO / LTE,"2020, April 15","Available. Released 2020, April 24",138.4 x 67.3 x 7.3 mm (5.45 x 2.65 x 0.29 in),148 g (5.22 oz),Nano-SIM and/or eSIM,"Lightning, USB 2.0","4.7 inches, 60.9 cm2 (~65.4% screen-to-body ratio)","750 x 1334 pixels, 16:9 ratio (~326 ppi density)","iOS 13, upgradable to iOS 15.1",Apple A13 Bionic (7 nm+),Hexa-core (2x2.65 GHz Lightning + 4x1.8 GHz Thunder),Apple GPU (4-core graphics),No,"64GB 3GB RAM, 128GB 3GB RAM, 256GB 3GB RAM",No,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS",Yes,No,"Fast charging 18W, 50% in 30 min (advertised)
Qi wireless charging","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","Fingerprint (front-mounted), accelerometer, proximity, gyro, compass, barometer",$â€‰256.88 / Â£â€‰279.99 / â‚¬â€‰312.00,
Apple,iPad Pro 12.9 (2020),GSM / CDMA / HSPA / EVDO / LTE,"2020, March 18","Available. Released 2020, March 19",280.6 x 214.9 x 5.9 mm (11.05 x 8.46 x 0.23 in),"641 g (Wi-Fi), 643 g (LTE) (1.41 lb)","Nano-SIM, eSIM",USB Type-C 3.1; magnetic connector,"12.9 inches, 515.3 cm2 (~85.4% screen-to-body ratio)","2048 x 2732 pixels, 4:3 ratio (~265 ppi density)","iPadOS 13.4, upgradable to iPadOS 15.1",Apple A12Z Bionic,Octa-core (4x2.5 GHz Vortex + 4x1.6 GHz Tempest),Apple GPU (8-core graphics),No,"128GB 6GB RAM, 256GB 6GB RAM, 512GB 6GB RAM, 1TB 6GB RAM",No,"5.0, A2DP, LE, EDR","Yes, with A-GPS, GLONASS, GALILEO, QZSS (Wiâ€‘Fi + Cellular model only)",No,No,"Reverse charging
Fast charging 18W","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","Face ID, accelerometer, gyro, proximity, barometer",About 1000 EUR,
Apple,iPad Pro 11 (2020),GSM / CDMA / HSPA / EVDO / LTE,"2020, March 18","Available. Released 2020, March 19",247.6 x 178.5 x 5.9 mm (9.75 x 7.03 x 0.23 in),"471 g (Wi-Fi), 473 g (LTE) (1.04 lb)","Nano-SIM, eSIM",USB Type-C 3.1; magnetic connector,"11.0 inches, 366.5 cm2 (~82.9% screen-to-body ratio)",1668 x 2388 pixels (~265 ppi density),"iPadOS 13.4, upgradable to iPadOS 15.1",Apple A12Z Bionic,Octa-core (4x2.5 GHz Vortex + 4x1.6 GHz Tempest),Apple GPU (8-core graphics),No,"128GB 6GB RAM, 256GB 6GB RAM, 512GB 6GB RAM, 1TB 6GB RAM",No,"5.0, A2DP, LE, EDR","Yes, with A-GPS, GLONASS, GALILEO, QZSS (Wiâ€‘Fi + Cellular model only)",No,No,"Reverse charging
Fast charging 18W","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","Face ID, accelerometer, gyro, proximity, barometer",About 800 EUR,
Apple,iPhone 11 Pro Max,GSM / CDMA / HSPA / EVDO / LTE,"2019, September 10","Available. Released 2019, September 20",158 x 77.8 x 8.1 mm (6.22 x 3.06 x 0.32 in),226 g (7.97 oz),"Single SIM (Nano-SIM and/or eSIM) or Dual SIM (Nano-SIM, dual stand-by) - for China","Lightning, USB 2.0","6.5 inches, 102.9 cm2 (~83.7% screen-to-body ratio)","1242 x 2688 pixels, 19.5:9 ratio (~458 ppi density)","iOS 13, upgradable to iOS 15.1",Apple A13 Bionic (7 nm+),Hexa-core (2x2.65 GHz Lightning + 4x1.8 GHz Thunder),Apple GPU (4-core graphics),No,"64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM",No,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",Yes,No,"Fast charging 20W, 50% in 30 min (advertised)
USB Power Delivery 2.0
Qi wireless charging","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","Face ID, accelerometer, gyro, proximity, compass, barometer","$â€‰655.97 / Â£â€‰479.98 / â‚¬â€‰1,006.27 / â‚_â€‰87,900",
Apple,iPhone 11 Pro,GSM / CDMA / HSPA / EVDO / LTE,"2019, September 10","Available. Released 2019, September 20",158 x 77.8 x 8.1 mm (6.22 x 3.06 x 0.32 in),226 g (7.97 oz),"Single SIM (Nano-SIM and/or eSIM) or Dual SIM (Nano-SIM, dual stand-by) - for China","Lightning, USB 2.0","6.5 inches, 102.9 cm2 (~83.7% screen-to-body ratio)","1242 x 2688 pixels, 19.5:9 ratio (~458 ppi density)","iOS 13, upgradable to iOS 15.1",Apple A13 Bionic (7 nm+),Hexa-core (2x2.65 GHz Lightning + 4x1.8 GHz Thunder),Apple GPU (4-core graphics),No,"64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM",No,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",Yes,No,"Fast charging 20W, 50% in 30 min (advertised)
USB Power Delivery 2.0
Qi wireless charging","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","Face ID, accelerometer, gyro, proximity, compass, barometer","$â€‰655.97 / Â£â€‰479.98 / â‚¬â€‰1,006.27 / â‚_â€‰87,900",
Apple,iPhone 11,GSM / CDMA / HSPA / EVDO / LTE,"2019, September 10","Available. Released 2019, September 20",158 x 77.8 x 8.1 mm (6.22 x 3.06 x 0.32 in),226 g (7.97 oz),"Single SIM (Nano-SIM and/or eSIM) or Dual SIM (Nano-SIM, dual stand-by) - for China","Lightning, USB 2.0","6.5 inches, 102.9 cm2 (~83.7% screen-to-body ratio)","1242 x 2688 pixels, 19.5:9 ratio (~458 ppi density)","iOS 13, upgradable to iOS 15.1",Apple A13 Bionic (7 nm+),Hexa-core (2x2.65 GHz Lightning + 4x1.8 GHz Thunder),Apple GPU (4-core graphics),No,"64GB 4GB RAM, 256GB 4GB RAM, 512GB 4GB RAM",No,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",Yes,No,"Fast charging 20W, 50% in 30 min (advertised)
USB Power Delivery 2.0
Qi wireless charging","Wi-Fi 802.11 a/b/g/n/ac/6, dual-band, hotspot","Face ID, accelerometer, gyro, proximity, compass, barometer","$â€‰655.97 / Â£â€‰479.98 / â‚¬â€‰1,006.27 / â‚_â€‰87,900",
Apple,iPad 10.2 (2019),GSM / CDMA / HSPA / EVDO / LTE,"2019, September 12","Available. Released 2019, September 21",250.6 x 174.1 x 7.5 mm (9.87 x 6.85 x 0.30 in),483 g (Wi-Fi) / 493 g (LTE) (1.06 lb),"Nano-SIM, eSIM","Lightning, USB 2.0; magnetic connector","10.2 inches, 324.6 cm2 (~74.4% screen-to-body ratio)","1620 x 2160 pixels, 4:3 ratio (~264 ppi density)","iPadOS 13.1, upgradable to iPadOS 15.1",Apple A10 Fusion (16 nm),Quad-core 2.34 GHz (2x Hurricane + 2x Zephyr),PowerVR Series7XT Plus (six-core graphics),No,"32GB 3GB RAM, 128GB 3GB RAM",Yes,"4.2, A2DP, EDR, LE","Yes, with A-GPS, GLONASS (Wiâ€‘Fi + Cellular model only)",No,No, ,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","Fingerprint (front-mounted), accelerometer, gyro, compass, barometer",About 350 EUR,
Apple,Watch Edition Series 5,GSM / HSPA / LTE,"2019, September","Available. Released 2019, September",44 x 38 x 10.7 mm (1.73 x 1.50 x 0.42 in),47.8 g (1.69 oz),eSIM,No,1.78 inches,448 x 368 pixels (~326 ppi density),"watchOS 6.0, upgradable to 8.1",Apple S5,Dual-core,PowerVR,No,32GB 1GB RAM,No,"5.0, A2DP, LE","Yes, with A-GPS, GLONASS, GALILEO, QZSS",Yes,No,Wireless charging,Wi-Fi 802.11 b/g/n,"Accelerometer, gyro, heart rate, barometer, compass",About 850 EUR,
