Brand,Product,Technology,Announced,Status,Dimension,Weight,SIM,USB,Size,Resolution,OS,Chipset,CPU,GPU,Card_slot,Internal,Jack,Bluetooth,GPS,NFC,Radio,Charging,Wlan,Sensor,Price,
Lenovo,S5 Pro,GSM / CDMA / HSPA / LTE,"2018, December","Available. Released 2018, December",154.5 x 75.5 x 7.7 mm (6.08 x 2.97 x 0.30 in),170 g (6.00 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",USB Type-C 2.0,"6.2 inches, 96.9 cm2 (~83.0% screen-to-body ratio)","1080 x 2246 pixels, 18.7:9 ratio (~402 ppi density)","Android 8.1 (Oreo), ZUI 10",Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 512,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM",Yes,"5.0, A2DP, LE","Yes, with A-GPS",No,FM radio,Fast charging 18W,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Infrared Face ID, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",About 200 EUR,
Lenovo,K5 Pro,GSM / CDMA / HSPA / LTE,"2018, October","Available. Released 2018, October",156 x 75 x 8 mm (6.14 x 2.95 x 0.31 in),165 g (5.82 oz),"Dual SIM (Nano-SIM, dual stand-by)","USB Type-C 2.0, USB On-The-Go","5.99 inches, 92.6 cm2 (~79.1% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~403 ppi density)",Android 8.1 (Oreo),Qualcomm SDM636 Snapdragon 636 (14 nm),Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver),Adreno 509,microSDXC (dedicated slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM",Yes,"5.0, A2DP, LE","Yes, with A-GPS",No,FM radio,Fast charging 18W,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (rear-mounted), accelerometer, proximity, compass",About 150 EUR,
Lenovo,K9,GSM / HSPA / LTE,"2018, October","Available. Released 2018, October",153.8 x 72.9 x 8 mm (6.06 x 2.87 x 0.31 in),155 g (5.47 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)","USB Type-C 2.0, USB On-The-Go","5.7 inches, 83.8 cm2 (~74.8% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Android 8.1 (Oreo),Mediatek MT6762 Helio P22 (12 nm),Octa-core 2.0 GHz Cortex-A53,PowerVR GE8320,microSDXC (uses shared SIM slot),32GB 3GB RAM,Yes,"4.1, A2DP, LE","Yes, with A-GPS",No,"FM radio, RDS, recording",Fast charging 10W,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Fingerprint (rear-mounted), accelerometer, proximity",About 130 EUR,
Lenovo,Z5,GSM / CDMA / HSPA / LTE,"2018, December 18","Available. Released 2018, December 24",156.7 x 74.5 x 7.9 mm (6.17 x 2.93 x 0.31 in),172 g (6.07 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",USB Type-C 2.0,"6.3 inches, 97.4 cm2 (~83.5% screen-to-body ratio)","1080 x 2340 pixels, 19.5:9 ratio (~409 ppi density)","Android 9.0 (Pie), ZUI 10",Qualcomm SDM710 Snapdragon 710 (10 nm),Octa-core 2.2 GHz Kryo 260,Adreno 616,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 128GB 6GB RAM",Yes,"5.0, A2DP, LE","Yes, with A-GPS",No,FM radio,Fast charging 15W,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",About 220 EUR,
Lenovo,K5 Note (2018),GSM / HSPA / LTE,"2018, June","Available. Released 2018, June",158.3 x 76.7 x 8.5 mm (6.23 x 3.02 x 0.33 in),176 g (6.21 oz),"Dual SIM (Nano-SIM, dual stand-by)",microUSB 2.0,"6.0 inches, 92.9 cm2 (~76.5% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~268 ppi density)","Android 8.0 (Oreo), ZUI 3.9",Qualcomm SDM450 Snapdragon 450 (14 nm),Octa-core 1.8 GHz Cortex-A53,Adreno 506,microSDXC,"32GB 3GB RAM, 64GB 4GB RAM",Yes,"4.2, A2DP, LE","Yes, with A-GPS",No,FM radio, ,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Fingerprint (rear-mounted), accelerometer, proximity, compass",About 150 EUR,
Lenovo,A5,GSM / HSPA / LTE,"2018, June","Available. Released 2018, June",146.2 x 70.9 x 9.8 mm (5.76 x 2.79 x 0.39 in),160 g (5.64 oz),Dual SIM,microUSB 2.0,"5.45 inches, 76.7 cm2 (~73.9% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~295 ppi density)","Android 8.0 (Oreo), ZUI 3.9",Mediatek MT6739 (28 nm),Quad-core 1.5 GHz Cortex-A53,PowerVR GE8100,microSDXC (dedicated slot),"16GB 3GB RAM, 16GB 2GB RAM, 32GB 3GB RAM",Yes,"4.2, A2DP, LE","Yes, with A-GPS",No,FM radio,Charging 10W,"Wi-Fi 802.11 b/g/n/ac, Wi-Fi Direct, hotspot","Fingerprint (rear-mounted), accelerometer, proximity",About 120 EUR,
Lenovo,K5 play,GSM / CDMA / HSPA / LTE,"2018, March","Available. Released 2018, April",153.8 x 72.6 x 7.9 mm (6.06 x 2.86 x 0.31 in),155 g (5.47 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",microUSB 2.0,"5.7 inches, 83.8 cm2 (~75.1% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)","Android 8.0 (Oreo), ZUI 3.7",Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC (uses shared SIM slot),"16GB 2GB RAM, 32GB 3GB RAM",Yes,"4.2, A2DP, LE","Yes, with A-GPS",No,FM radio, ,"Wi-Fi 802.11 a/b/g/n, Wi-Fi Direct, hotspot","Fingerprint (rear-mounted), accelerometer, proximity, compass",About 110 EUR,
Lenovo,K5,GSM / CDMA / HSPA / LTE,"2018, October","Available. Released 2018, October",156 x 75 x 8 mm (6.14 x 2.95 x 0.31 in),165 g (5.82 oz),"Dual SIM (Nano-SIM, dual stand-by)","USB Type-C 2.0, USB On-The-Go","5.99 inches, 92.6 cm2 (~79.1% screen-to-body ratio)","1080 x 2160 pixels, 18:9 ratio (~403 ppi density)",Android 8.1 (Oreo),Qualcomm SDM636 Snapdragon 636 (14 nm),Octa-core (4x1.8 GHz Kryo 260 Gold & 4x1.6 GHz Kryo 260 Silver),Adreno 509,microSDXC (dedicated slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM",Yes,"5.0, A2DP, LE","Yes, with A-GPS",No,FM radio,Fast charging 18W,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (rear-mounted), accelerometer, proximity, compass",About 150 EUR,
Lenovo,S5,GSM / CDMA / HSPA / LTE,"2018, December","Available. Released 2018, December",154.5 x 75.5 x 7.7 mm (6.08 x 2.97 x 0.30 in),170 g (6.00 oz),"Hybrid Dual SIM (Nano-SIM, dual stand-by)",USB Type-C 2.0,"6.2 inches, 96.9 cm2 (~83.0% screen-to-body ratio)","1080 x 2246 pixels, 18.7:9 ratio (~402 ppi density)","Android 8.1 (Oreo), ZUI 10",Qualcomm SDM660 Snapdragon 660 (14 nm),Octa-core (4x2.2 GHz Kryo 260 Gold & 4x1.8 GHz Kryo 260 Silver),Adreno 512,microSDXC (uses shared SIM slot),"64GB 4GB RAM, 64GB 6GB RAM, 128GB 6GB RAM",Yes,"5.0, A2DP, LE","Yes, with A-GPS",No,FM radio,Fast charging 18W,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Infrared Face ID, fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",About 200 EUR,
Lenovo,K320t,GSM / HSPA / LTE,"2017, December","Available. Released 2018, January",155.2 x 73.5 x 8.5 mm (6.11 x 2.89 x 0.33 in),153.8 g (5.43 oz),"Dual SIM (Micro-SIM, dual stand-by)","microUSB 2.0, USB On-The-Go","5.7 inches, 83.8 cm2 (~73.5% screen-to-body ratio)","720 x 1440 pixels, 18:9 ratio (~282 ppi density)",Android 7.0 (Nougat),Spreadtrum,Quad-core 1.3 GHz Cortex-A7,Mali-400,microSDXC,"16GB 2GB RAM, 32GB 3GB RAM",Yes,"4.2, A2DP, LE","Yes, with A-GPS",No,FM radio, ,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Fingerprint (rear-mounted), accelerometer, proximity",About 150 EUR,
Lenovo,moto tab,GSM / HSPA / LTE,"2017, November","Available. Released 2017, November",247 x 175 x 7.6 mm (9.72 x 6.89 x 0.30 in),500 g (1.10 lb),Nano-SIM,USB Type-C 2.0,"10.1 inches, 295.8 cm2 (~68.4% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~224 ppi density)",Android 7.0 (Nougat),Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC (dedicated slot),32GB 2GB RAM,Yes,"4.2, A2DP, LE","Yes, with A-GPS",No,FM radio, ,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, proximity",About 300 USD,
Lenovo,Tab 7 Essential,No cellular connectivity,"2017, November","Available. Released 2017, November",194.8 x 102 x 8.8 mm (7.67 x 4.02 x 0.35 in),254 g (8.96 oz),No,microUSB 2.0,"7.0 inches, 137.9 cm2 (~69.4% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Android 7.0 (Nougat),Mediatek MT8167D,Quad-core 1.3 GHz Cortex-A53,PowerVR GE8300,microSD,16GB 1GB RAM,Yes,"4.0, A2DP","Yes, with A-GPS",No,No, ,"Wi-Fi 802.11 a/g/n, hotspot",Accelerometer,About 80 EUR,
Lenovo,Tab 7,No cellular connectivity,"2017, November","Available. Released 2017, November",194.8 x 102 x 8.8 mm (7.67 x 4.02 x 0.35 in),254 g (8.96 oz),No,microUSB 2.0,"7.0 inches, 137.9 cm2 (~69.4% screen-to-body ratio)","600 x 1024 pixels, 16:9 ratio (~170 ppi density)",Android 7.0 (Nougat),Mediatek MT8167D,Quad-core 1.3 GHz Cortex-A53,PowerVR GE8300,microSD,16GB 1GB RAM,Yes,"4.0, A2DP","Yes, with A-GPS",No,No, ,"Wi-Fi 802.11 a/g/n, hotspot",Accelerometer,About 80 EUR,
Lenovo,K8 Plus,GSM / HSPA / LTE,"2017, September","Available. Released 2017, September",147.9 x 73.7 x 9 mm (5.82 x 2.90 x 0.35 in),165 g (5.82 oz),"Dual SIM (Nano-SIM, dual stand-by)","microUSB 2.0, USB On-The-Go","5.2 inches, 74.5 cm2 (~68.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","Android 7.1.1 (Nougat), upgradable to Android 8.0 (Oreo)",Mediatek MT6757 Helio P25 (16 nm),Octa-core (4x2.5 GHz Cortex-A53 & 4x1.4 GHz Cortex-A53),Mali-T880MP2,microSDXC (dedicated slot),"32GB 3GB RAM, 32GB 4GB RAM",Yes,"4.2, A2DP, LE","Yes, with A-GPS",No,FM radio, ,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",About 200 EUR,
Lenovo,K8,GSM / HSPA / LTE,"2017, September","Available. Released 2017, September",147.9 x 73.7 x 9 mm (5.82 x 2.90 x 0.35 in),165 g (5.82 oz),"Dual SIM (Nano-SIM, dual stand-by)","microUSB 2.0, USB On-The-Go","5.2 inches, 74.5 cm2 (~68.4% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~424 ppi density)","Android 7.1.1 (Nougat), upgradable to Android 8.0 (Oreo)",Mediatek MT6757 Helio P25 (16 nm),Octa-core (4x2.5 GHz Cortex-A53 & 4x1.4 GHz Cortex-A53),Mali-T880MP2,microSDXC (dedicated slot),"32GB 3GB RAM, 32GB 4GB RAM",Yes,"4.2, A2DP, LE","Yes, with A-GPS",No,FM radio, ,"Wi-Fi 802.11 b/g/n, Wi-Fi Direct, hotspot","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",About 200 EUR,
Lenovo,K8 Note,GSM / HSPA / LTE,"2017, August","Available. Released 2017, August",154.5 x 75.9 x 8.5 mm (6.08 x 2.99 x 0.33 in),180 g (6.35 oz),"Dual SIM (Nano-SIM, dual stand-by)","microUSB 2.0, USB On-The-Go","5.5 inches, 83.4 cm2 (~71.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 7.1.1 (Nougat), upgradable to Android 8.0 (Oreo)",Mediatek MT6797D Helio X23 (20 nm),Deca-core 2.3 GHz,Mali-T880 MP4,microSDXC (dedicated slot),"32GB 3GB RAM, 64GB 4GB RAM",Yes,"4.2, A2DP, LE","Yes, with A-GPS",No,FM radio,Fast charging 15W,"Wi-Fi 802.11 b/g/n/ac, Wi-Fi Direct, hotspot","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",About 180 EUR,
Lenovo,Tab 4 10 Plus,GSM / CDMA / HSPA / LTE,"2017, February","Available. Released 2017, July",247 x 173 x 7 mm (9.72 x 6.81 x 0.28 in),475 g (1.05 lb),Nano-SIM,"USB Type-C 3.0 (Verizon/ATT), USB Type-C 2.0 (all other versions)","10.1 inches, 295.8 cm2 (~69.2% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~224 ppi density)",Android 7.1 (Nougat),"Qualcomm MSM8953 Snapdragon 625 (14 nm) - Wi-Fi/LTE
Qualcomm APQ8053 - Wi-Fi only",Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC (dedicated slot),"16GB 3GB RAM, 64GB 4GB RAM",Yes,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",No,FM radio,Charging 10W,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer",About 270 EUR,
Lenovo,Tab 4 10,GSM / CDMA / HSPA / LTE,"2017, February","Available. Released 2017, July",247 x 173 x 7 mm (9.72 x 6.81 x 0.28 in),475 g (1.05 lb),Nano-SIM,"USB Type-C 3.0 (Verizon/ATT), USB Type-C 2.0 (all other versions)","10.1 inches, 295.8 cm2 (~69.2% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~224 ppi density)",Android 7.1 (Nougat),"Qualcomm MSM8953 Snapdragon 625 (14 nm) - Wi-Fi/LTE
Qualcomm APQ8053 - Wi-Fi only",Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC (dedicated slot),"16GB 3GB RAM, 64GB 4GB RAM",Yes,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",No,FM radio,Charging 10W,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer",About 270 EUR,
Lenovo,Tab 4 8 Plus,GSM / CDMA / HSPA / LTE,"2017, February","Available. Released 2017, July",210 x 123 x 7 mm (8.27 x 4.84 x 0.28 in),300 g (10.58 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","USB Type-C 3.0 (TB-8704V), USB Type-C 2.0 (all other versions)","8.0 inches, 185.6 cm2 (~71.8% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~283 ppi density)",Android 7.0 (Nougat),"Qualcomm MSM8953 Snapdragon 625 (14 nm) - Wi-Fi/LTE
Qualcomm APQ8053 - Wi-Fi only",Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC (uses shared SIM slot),"16GB 3GB RAM, 64GB 4GB RAM",Yes,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",No,FM radio,Charging 10W,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (side-mounted), accelerometer, proximity (8704X/8704N only)",About 200 EUR,
Lenovo,Tab 4 8,GSM / CDMA / HSPA / LTE,"2017, February","Available. Released 2017, July",210 x 123 x 7 mm (8.27 x 4.84 x 0.28 in),300 g (10.58 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","USB Type-C 3.0 (TB-8704V), USB Type-C 2.0 (all other versions)","8.0 inches, 185.6 cm2 (~71.8% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~283 ppi density)",Android 7.0 (Nougat),"Qualcomm MSM8953 Snapdragon 625 (14 nm) - Wi-Fi/LTE
Qualcomm APQ8053 - Wi-Fi only",Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC (uses shared SIM slot),"16GB 3GB RAM, 64GB 4GB RAM",Yes,"4.2, A2DP, LE","Yes, with A-GPS, GLONASS, BDS",No,FM radio,Charging 10W,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (side-mounted), accelerometer, proximity (8704X/8704N only)",About 200 EUR,
Lenovo,Tab3 8 Plus,GSM / HSPA / LTE,"2017, March","Available. Released 2017, March",210 x 125 x 8.9 mm (8.27 x 4.92 x 0.35 in),329 g (11.61 oz),Micro-SIM,"microUSB 2.0, USB On-The-Go","8.0 inches, 185.6 cm2 (~70.7% screen-to-body ratio)","1200 x 1920 pixels, 16:10 ratio (~283 ppi density)",Android 6.0.1 (Marshmallow),Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC (dedicated slot),16GB 3GB RAM,Yes,"4.0, A2DP","Yes, with A-GPS, GLONASS",No,No, ,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Accelerometer, proximity, compass",About 170 EUR,
Lenovo,ZUK Edge,GSM / HSPA / LTE,"2016, December. Released 2017, January",Discontinued,142.9 x 74.5 x 7.7 mm (5.63 x 2.93 x 0.30 in),160 g (5.64 oz),"Dual SIM (Nano-SIM, dual stand-by)",USB Type-C 3.1,"5.5 inches, 83.4 cm2 (~78.3% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 7.0 (Nougat), ZUI 2.5",Qualcomm MSM8996 Snapdragon 821 (14 nm),Quad-core (2x2.35 GHz Kryo & 2x1.6 GHz Kryo),Adreno 530,No,"64GB 4GB RAM, 64GB 6GB RAM",Yes,"4.1, A2DP, LE","Yes, with A-GPS, GLONASS, BDS, GALILEO",No,FM radio,"Fast charging 18W
Quick Charge 3.0","Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass, heart rate, altimeter",About 450 EUR,
Lenovo,A6600 Plus,GSM / HSPA / LTE,"2016, September. Released 2016, October",Discontinued,141 x 71 x 8.8 mm (5.55 x 2.80 x 0.35 in),142 g (5.01 oz),"Dual SIM (Micro-SIM, dual stand-by)",microUSB 2.0,"5.0 inches, 68.9 cm2 (~68.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6735P (28 nm),Quad-core 1.0 GHz Cortex-A53,Mali-T720MP2,microSDHC (dedicated slot),16GB 2GB RAM,Yes,"4.0, A2DP","Yes, with A-GPS",No,FM radio, ,"Wi-Fi 802.11 b/g/n, hotspot","Accelerometer, proximity",About 130 EUR,
Lenovo,A6600,GSM / HSPA / LTE,"2016, September. Released 2016, October",Discontinued,141 x 71 x 8.8 mm (5.55 x 2.80 x 0.35 in),142 g (5.01 oz),"Dual SIM (Micro-SIM, dual stand-by)",microUSB 2.0,"5.0 inches, 68.9 cm2 (~68.8% screen-to-body ratio)","720 x 1280 pixels, 16:9 ratio (~294 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6735P (28 nm),Quad-core 1.0 GHz Cortex-A53,Mali-T720MP2,microSDHC (dedicated slot),16GB 2GB RAM,Yes,"4.0, A2DP","Yes, with A-GPS",No,FM radio, ,"Wi-Fi 802.11 b/g/n, hotspot","Accelerometer, proximity",About 130 EUR,
Lenovo,B,GSM / HSPA / LTE,"2016, October","Available. Released 2016, October",132.5 x 66 x 9.9 mm (5.22 x 2.60 x 0.39 in),144 g (5.08 oz),"Single SIM (Micro-SIM) or Dual SIM (Micro-SIM, dual stand-by)",microUSB 2.0,"4.5 inches, 57.6 cm2 (~65.9% screen-to-body ratio)","480 x 800 pixels, 5:3 ratio (~207 ppi density)",Android 6.0 (Marshmallow),Mediatek MT6735 (28 nm),Quad-core 1.0 GHz Cortex-A53,Mali-T720MP2,microSDHC,8GB 1GB RAM,Yes,"4.0, A2DP","Yes, with A-GPS",No,FM radio, ,"Wi-Fi 802.11 b/g/n, hotspot",Accelerometer,About 80 EUR,
Lenovo,A Plus,GSM / HSPA,"2016, September. Released 2016, September",Discontinued,133 x 66 x 9.9 mm (5.24 x 2.60 x 0.39 in),146 g (5.15 oz),"Dual SIM (Micro-SIM, dual stand-by)",microUSB 2.0,"4.5 inches, 55.8 cm2 (~63.6% screen-to-body ratio)","480 x 854 pixels, 16:9 ratio (~218 ppi density)",Android 5.1 (Lollipop),Mediatek MT6580 (28 nm),Quad-core 1.3 GHz Cortex-A7,Mali-400MP2,microSDHC (dedicated slot),8GB 1GB RAM,Yes,"2.1, A2DP","Yes, with A-GPS",No,FM radio, ,"Wi-Fi 802.11 b/g/n, hotspot",Accelerometer,About 70 EUR,
Lenovo,P2,GSM / HSPA / LTE,"2016, September. Released 2016, November",Discontinued,153 x 76 x 8.3 mm (6.02 x 2.99 x 0.33 in),177 g (6.24 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)","microUSB 2.0, USB On-The-Go","5.5 inches, 83.4 cm2 (~71.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)","Android 6.0.1 (Marshmallow), upgradable to 7.0 (Nougat)",Qualcomm MSM8953 Snapdragon 625 (14 nm),Octa-core 2.0 GHz Cortex-A53,Adreno 506,microSDXC (uses shared SIM slot),"32GB 3GB RAM, 32GB 4GB RAM, 64GB 4GB RAM",Yes,"4.1, A2DP, LE","Yes, with A-GPS, GLONASS",Yes,FM radio; recording,Fast charging 18W,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, hotspot","Fingerprint (front-mounted), accelerometer, gyro, proximity, compass",About 240 EUR,
Lenovo,K6 Note,GSM / HSPA / LTE,"2016, September. Released 2016, December",Discontinued,151 x 76 x 8.4 mm (5.94 x 2.99 x 0.33 in),169 g (5.96 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",microUSB 2.0,"5.5 inches, 83.4 cm2 (~72.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 6.0 (Marshmallow),Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC (uses shared SIM slot),"32GB 3GB RAM, 32GB 4GB RAM",Yes,"4.2, A2DP, LE","Yes, with A-GPS",No,FM radio, ,"Wi-Fi 802.11 b/g/n, hotspot","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",About 250 EUR,
Lenovo,K6 Power,GSM / HSPA / LTE,"2016, September. Released 2016, November",Discontinued,141.9 x 70.3 x 9.3 mm (5.59 x 2.77 x 0.37 in),145 g (5.11 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",microUSB 2.0,"5.0 inches, 68.9 cm2 (~69.1% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~441 ppi density)","Android 6.0 (Marshmallow), upgradable to 7.0 (Nougat)",Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC (uses shared SIM slot),"16GB 2GB RAM, 32GB 3GB RAM",Yes,"4.2, A2DP, LE","Yes, with A-GPS",No,FM radio, ,"Wi-Fi 802.11 b/g/n, hotspot","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",About 170 EUR,
Lenovo,K6,GSM / HSPA / LTE,"2016, September. Released 2016, December",Discontinued,151 x 76 x 8.4 mm (5.94 x 2.99 x 0.33 in),169 g (5.96 oz),"Single SIM (Nano-SIM) or Hybrid Dual SIM (Nano-SIM, dual stand-by)",microUSB 2.0,"5.5 inches, 83.4 cm2 (~72.7% screen-to-body ratio)","1080 x 1920 pixels, 16:9 ratio (~401 ppi density)",Android 6.0 (Marshmallow),Qualcomm MSM8937 Snapdragon 430 (28 nm),Octa-core 1.4 GHz Cortex-A53,Adreno 505,microSDXC (uses shared SIM slot),"32GB 3GB RAM, 32GB 4GB RAM",Yes,"4.2, A2DP, LE","Yes, with A-GPS",No,FM radio, ,"Wi-Fi 802.11 b/g/n, hotspot","Fingerprint (rear-mounted), accelerometer, gyro, proximity, compass",About 250 EUR,
Lenovo,Yoga Tab 3 10,GSM / HSPA / LTE,2016,Available. Released 2016,253 x 185 x 9.5 mm (9.96 x 7.28 x 0.37 in),655 g (Wi-Fi)/ 665 g (3G/LTE) (1.40 lb),Micro-SIM,microUSB 2.0,"10.1 inches, 295.8 cm2 (~63.2% screen-to-body ratio)","800 x 1280 pixels, 16:10 ratio (~149 ppi density)",Android 6.0 (Marshmallow),"Qualcomm MSM8909 Snapdragon 210 (28 nm) - 3G/LTE model
Qualcomm APQ8009 (28 nm) - Wi-Fi model",Quad-core 1.3 GHz Cortex-A7,Adreno 304,microSDXC (dedicated slot),16GB 2GB RAM,Yes,"4.0, A2DP","Yes, with A-GPS, GLONASS",No,No, ,"Wi-Fi 802.11 b/g/n, hotspot",Accelerometer,About 180 EUR,
Lenovo,Yoga Tab 3 Plus,GSM / HSPA / LTE,"2016, September. Released 2016, December",Discontinued,247 x 179 mm,637 g (Wi-Fi)/ 644 g (3G/LTE) (1.40 lb),Micro-SIM,USB Type-C 2.0,"10.1 inches, 295.8 cm2 (~66.9% screen-to-body ratio)","1600 x 2560 pixels, 16:10 ratio (~299 ppi density)","Android 6.0.1 (Marshmallow), upgradable to 7.1.1 (Nougat)","Qualcomm MSM8953 Snapdragon 625 (14 nm) - 3G/LTE model
Qualcomm MSM8976 Snapdragon 652 (28 nm) - Wi-Fi model","Octa-core 2.0 GHz Cortex-A53 - 3G/LTE model
Octa-core (4x1.8 GHz Cortex-A72 & 4x1.4 GHz Cortex-A53) - Wi-Fi model","Adreno 506 - 3G/LTE model
Adreno 510 - Wi-Fi model",microSDXC (dedicated slot),32GB 3GB RAM,Yes,"4.0, A2DP","Yes, with A-GPS, GLONASS",No,No,Fast charging 18W,"Wi-Fi 802.11 a/b/g/n/ac, dual-band, Wi-Fi Direct, hotspot","Accelerometer, compass",About 300 EUR,
